PassengerId,Survived,Age,SibSp,Parch,Fare,Cabin_No,Cabin_Yes,Embarked_C,Embarked_Q,Embarked_S,Sex_female,Sex_male,Pclass_1,Pclass_2,Pclass_3,Sex_Pclass_female_1,Sex_Pclass_female_2,Sex_Pclass_female_3,Sex_Pclass_male_1,Sex_Pclass_male_2,Sex_Pclass_male_3,Age_scaled,Fare_scaled
854,1,16.0,0,1,39.4,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,-1.00183664364,0.144885021612
855,0,44.0,1,0,26.0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1.05362731576,-0.124919786688
856,1,18.0,0,1,9.35,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,-0.855017789395,-0.460162328344
857,1,45.0,1,1,164.8667,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1.12703674288,2.67111777845
858,1,51.0,0,0,26.55,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1.56749330561,-0.113845708735
859,1,24.0,0,3,19.2583,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,-0.414561226668,-0.260661807294
860,0,22.8763068619,0,0,7.2292,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,-0.497050896197,-0.50286397293
861,0,41.0,2,0,14.1083,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.833399034395,-0.364355446304
862,0,21.0,1,0,11.5,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,-0.634789508032,-0.416872750893
863,1,48.0,0,0,25.9292,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1.34726502424,-0.126345322541
864,0,10.8698669567,8,2,69.55,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,-1.37843677141,0.751945840288
865,0,24.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,-0.414561226668,-0.386670720113
866,1,42.0,0,0,13.0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0.906808461516,-0.386670720113
867,1,27.0,1,0,13.8583,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,-0.194332945304,-0.369389118101
868,0,31.0,0,0,50.4958,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0.0993047631816,0.368295483697
869,0,25.977889156,0,0,9.5,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.269365516814,-0.457142125266
870,1,4.0,1,1,11.1333,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-1.88274976909,-0.424256140685
871,0,26.0,0,0,7.8958,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.267742372425,-0.489442190451
872,1,47.0,1,1,52.5542,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1.27385559712,0.409740723802
873,0,33.0,0,0,5.0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0.246123617424,-0.547748217606
874,0,47.0,0,0,9.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1.27385559712,-0.46720946886
875,1,28.0,1,0,24.0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,-0.120923518182,-0.165189161061
876,1,15.0,0,0,7.225,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,-1.07524607076,-0.502948538616
877,0,20.0,0,0,9.8458,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.708198935153,-0.450179550437
878,0,19.0,0,0,7.8958,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.781608362274,-0.489442190451
879,0,27.9472061629,0,0,7.8958,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.124799083517,-0.489442190451
880,1,56.0,0,1,83.1583,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1.93454044121,1.02594470393
881,1,25.0,0,1,26.0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,-0.341151799546,-0.124919786688
882,0,33.0,0,0,7.8958,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.246123617424,-0.489442190451
883,0,22.0,0,0,10.5167,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,-0.56138008091,-0.436671188804
884,0,28.0,0,0,10.5,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,-0.120923518182,-0.43700743808
885,0,25.0,0,0,7.05,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.341151799546,-0.506472108874
886,0,39.0,0,5,29.125,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0.686580180152,-0.0619988892297
887,0,27.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,-0.194332945304,-0.386670720113
888,1,19.0,0,0,30.0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,-0.781608362274,-0.0443810379414
889,0,16.1939501984,1,2,23.45,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,-0.987598870683,-0.176263239014
890,1,26.0,0,0,30.0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,-0.267742372425,-0.0443810379414
891,0,32.0,0,0,7.75,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.172714190303,-0.492377827843
